Date,Open,High,Low,Close,Adj Close,Volume,Ticker
11/03/2020,280.700012,281.940002,270.880005,274.359985,261.544312,255316300,SPY
12/03/2020,256,266.660004,247.679993,248.110001,236.520477,392220700,SPY
13/03/2020,263.089996,271.480011,248.520004,269.320007,256.739746,329566100,SPY
16/03/2020,241.179993,256.899994,237.360001,239.850006,228.646301,297240000,SPY
17/03/2020,245.039993,256.170013,237.070007,252.800003,240.991409,262070500,SPY
18/03/2020,236.25,248.369995,228.020004,240,228.789307,327597100,SPY
19/03/2020,239.25,247.380005,232.220001,240.509995,229.275467,289322000,SPY
20/03/2020,242.529999,244.470001,228.5,228.800003,219.39502,347158800,SPY
23/03/2020,228.190002,229.679993,218.259995,222.949997,213.785492,326025200,SPY
24/03/2020,234.419998,244.100006,233.800003,243.149994,233.155167,235494500,SPY
25/03/2020,244.869995,256.350006,239.75,246.789993,236.645554,299430300,SPY
26/03/2020,249.520004,262.799988,249.050003,261.200012,250.463211,257632800,SPY
27/03/2020,253.270004,260.809998,251.050003,253.419998,243.002991,224341200,SPY
30/03/2020,255.699997,262.429993,253.529999,261.649994,250.894699,171369500,SPY
31/03/2020,260.559998,263.329987,256.220001,257.75,247.154999,194881100,SPY
01/04/2020,247.979996,257.660004,243.899994,246.149994,236.03183,189554600,SPY
02/04/2020,245.190002,252.679993,244.589996,251.830002,241.478363,177660400,SPY
03/04/2020,250.759995,253.320007,245.220001,248.190002,237.987991,135561200,SPY
06/04/2020,257.839996,267,248.169998,264.859985,253.972748,188061200,SPY
07/04/2020,274.209991,275.029999,264.890015,265.130005,254.231674,201427200,SPY
08/04/2020,267.959991,276,265.25,274.029999,262.765839,153774500,SPY
09/04/2020,277.579987,281.200012,275.470001,278.200012,266.764496,189999200,SPY
13/04/2020,277.140015,277.51001,271.410004,275.660004,264.328796,114839100,SPY
14/04/2020,280.980011,284.899994,275.51001,283.790009,272.124634,134143400,SPY
15/04/2020,277.570007,283.940002,275.459991,277.76001,266.342468,121775000,SPY
16/04/2020,279.149994,280.029999,275.76001,279.100006,267.62738,131798300,SPY
17/04/2020,285.380005,287.299988,282.399994,286.640015,274.857483,146684800,SPY
20/04/2020,282.609985,286.790009,281.350006,281.589996,270.015106,100109300,SPY
21/04/2020,276.730011,278.040009,272.019989,273.040009,261.816528,126385700,SPY
22/04/2020,278.350006,281,276.910004,279.100006,267.62738,92951600,SPY
23/04/2020,280.48999,283.940002,278.75,279.079987,267.608185,104709700,SPY
24/04/2020,280.730011,283.700012,278.5,282.970001,271.338318,85063200,SPY
27/04/2020,285.119995,288.269989,284.619995,287.049988,275.250641,77896600,SPY
28/04/2020,291.019989,291.399994,285.399994,285.730011,273.984924,105270000,SPY
29/04/2020,291.529999,294.880005,290.410004,293.209991,281.15741,118745600,SPY
30/04/2020,291.709991,293.320007,288.589996,290.480011,278.539642,122901700,SPY
01/05/2020,285.309998,290.660004,281.519989,282.790009,271.16568,125180000,SPY
04/05/2020,280.73999,283.899994,279.130005,283.570007,271.913696,80873200,SPY
05/05/2020,286.640015,289.25,283.709991,286.190002,274.425964,79569900,SPY
06/05/2020,288.040009,288.459991,283.779999,284.25,272.565704,73632600,SPY
07/05/2020,287.75,289.779999,287.130005,287.679993,275.854736,75250400,SPY
08/05/2020,291.089996,292.950012,289.859985,292.440002,280.419067,76452400,SPY
11/05/2020,290.339996,294,289.880005,292.5,280.476624,79514200,SPY
12/05/2020,293.790009,294.23999,286.519989,286.670013,274.886292,95870800,SPY
13/05/2020,286.059998,287.190002,278.959991,281.600006,270.024628,144721100,SPY
14/05/2020,278.950012,285.109985,272.98999,284.970001,273.256134,121977900,SPY
15/05/2020,282.369995,286.329987,281.339996,286.279999,274.512299,111146300,SPY
18/05/2020,293.049988,296.75,292.700012,295,282.87381,119703800,SPY
19/05/2020,294.350006,296.209991,291.950012,291.970001,279.968384,95189300,SPY
20/05/2020,295.820007,297.869995,295.570007,296.929993,284.724518,85861700,SPY
21/05/2020,296.790009,297.670013,293.690002,294.880005,282.758728,78293900,SPY
22/05/2020,294.570007,295.630005,293.220001,295.440002,283.295746,63958200,SPY
26/05/2020,301.929993,302.190002,295.459991,299.079987,286.786072,88951400,SPY
27/05/2020,302.119995,303.570007,296.869995,303.529999,291.053192,104817400,SPY
28/05/2020,304.649994,306.839996,302.23999,302.970001,290.516205,90405200,SPY
29/05/2020,302.459991,304.959991,299.470001,304.320007,291.81073,119090800,SPY
01/06/2020,303.619995,306.209991,303.059998,305.549988,292.990143,55758300,SPY
02/06/2020,306.549988,308.130005,305.100006,308.079987,295.416138,74267200,SPY
03/06/2020,310.23999,313.220001,309.940002,312.179993,299.347595,92567600,SPY
04/06/2020,311.109985,313,309.079987,311.359985,298.56131,75794400,SPY
05/06/2020,317.230011,321.269989,317.160004,319.339996,306.213287,150524700,SPY
08/06/2020,320.220001,323.410004,319.630005,323.200012,309.914642,73641200,SPY
09/06/2020,320.299988,323.279999,319.359985,320.790009,307.60376,77479200,SPY
10/06/2020,321.420013,322.390015,318.220001,319,305.887299,95000800,SPY
11/06/2020,311.459991,312.149994,300.01001,300.609985,288.253174,209243600,SPY
12/06/2020,308.23999,309.079987,298.600006,304.209991,291.7052,194678900,SPY
15/06/2020,298.019989,308.279999,296.73999,307.049988,294.428497,135782700,SPY
16/06/2020,315.480011,315.640015,307.670013,312.959991,300.095581,137627500,SPY
17/06/2020,314.070007,314.390015,310.859985,311.660004,298.84903,83398900,SPY
18/06/2020,310.01001,312.299988,309.51001,311.779999,298.96405,80828700,SPY
19/06/2020,314.170013,314.380005,306.529999,308.640015,297.255524,135549600,SPY
22/06/2020,307.98999,311.049988,306.75,310.619995,299.162476,74649400,SPY
23/06/2020,313.48999,314.5,311.609985,312.049988,300.539703,68471200,SPY
24/06/2020,309.839996,310.51001,302.100006,304.089996,292.873352,132813500,SPY
25/06/2020,303.470001,307.640015,301.279999,307.350006,296.013062,89468000,SPY
26/06/2020,306.160004,306.390015,299.420013,300.049988,288.98233,127961000,SPY
29/06/2020,301.410004,304.609985,298.929993,304.459991,293.229706,79773300,SPY
30/06/2020,303.98999,310.200012,303.820007,308.359985,296.98587,113394800,SPY
01/07/2020,309.570007,311.890015,309.070007,310.519989,299.066162,72396500,SPY
02/07/2020,314.23999,315.700012,311.51001,312.230011,300.713074,69344200,SPY
06/07/2020,316.369995,317.679993,315.559998,317.049988,305.355286,61713800,SPY
07/07/2020,315.380005,317.519989,313.369995,313.779999,302.205902,82910000,SPY
08/07/2020,314.609985,316.299988,312.700012,316.179993,304.517334,54638600,SPY
09/07/2020,316.839996,317.100006,310.679993,314.380005,302.783752,83354200,SPY
10/07/2020,314.309998,317.880005,312.76001,317.589996,305.875427,57550400,SPY
13/07/2020,320.130005,322.709991,314.130005,314.839996,303.226837,102997500,SPY
14/07/2020,313.299988,319.76001,312,318.920013,307.156342,93657000,SPY
15/07/2020,322.410004,323.040009,319.269989,321.850006,309.978302,87196500,SPY
16/07/2020,319.790009,321.279999,319.089996,320.790009,308.957336,54622500,SPY
17/07/2020,321.880005,322.570007,319.73999,321.720001,309.853058,62774900,SPY
20/07/2020,321.429993,325.130005,320.619995,324.320007,312.357178,56308800,SPY
21/07/2020,326.450012,326.929993,323.940002,325.01001,313.021698,57292200,SPY
22/07/2020,324.619995,327.200012,324.5,326.859985,314.803375,57792900,SPY
23/07/2020,326.470001,327.230011,321.480011,322.959991,311.047302,75738000,SPY
24/07/2020,320.950012,321.98999,319.25,320.880005,309.044037,73766600,SPY
27/07/2020,321.630005,323.410004,320.769989,323.220001,311.297699,48293000,SPY
28/07/2020,322.429993,323.640015,320.850006,321.170013,309.323364,57495000,SPY
29/07/2020,322.119995,325.730011,322.079987,325.119995,313.127625,48454200,SPY
30/07/2020,321.899994,324.410004,319.640015,323.959991,312.010468,61861700,SPY
31/07/2020,325.899994,326.630005,321.329987,326.519989,314.475952,84986800,SPY
03/08/2020,328.320007,329.619995,327.730011,328.790009,316.662231,53077900,SPY
04/08/2020,327.859985,330.059998,327.859985,330.059998,317.885437,41917900,SPY
05/08/2020,331.470001,332.390015,331.179993,332.109985,319.859772,42697700,SPY
06/08/2020,331.480011,334.459991,331.130005,334.329987,321.997955,43679400,SPY
07/08/2020,333.279999,334.880005,332.299988,334.570007,322.229004,57308300,SPY
10/08/2020,335.059998,335.769989,332.959991,335.570007,323.19223,44282100,SPY
11/08/2020,336.850006,337.540009,332.01001,332.799988,320.524353,69601100,SPY
12/08/2020,335.440002,338.279999,335.410004,337.440002,324.993195,53774400,SPY
13/08/2020,336.609985,338.25,335.829987,336.829987,324.40567,41816100,SPY
14/08/2020,336.410004,337.420013,335.619995,336.839996,324.415314,47260400,SPY
17/08/2020,337.940002,338.339996,336.850006,337.910004,325.445862,35481000,SPY
18/08/2020,338.339996,339.100006,336.609985,338.640015,326.148926,38733900,SPY
19/08/2020,339.049988,339.609985,336.619995,337.230011,324.790955,68054200,SPY
20/08/2020,335.359985,338.799988,335.220001,338.279999,325.802185,42207800,SPY
21/08/2020,337.920013,339.720001,337.549988,339.480011,326.957947,55106600,SPY
24/08/2020,342.119995,343,339.450012,342.920013,330.271088,48588700,SPY
25/08/2020,343.529999,344.209991,342.269989,344.119995,331.426788,38463400,SPY
26/08/2020,344.76001,347.859985,344.170013,347.570007,334.749573,50790200,SPY
27/08/2020,348.51001,349.899994,346.529999,348.329987,335.481476,58034100,SPY
28/08/2020,349.440002,350.720001,348.149994,350.579987,337.648499,48588900,SPY
31/08/2020,350.350006,351.299988,349.059998,349.309998,336.425385,66099200,SPY
01/09/2020,350.209991,352.709991,349.23999,352.600006,339.593964,54908700,SPY
02/09/2020,354.670013,358.75,353.429993,357.700012,344.50592,69540000,SPY
03/09/2020,355.869995,356.380005,342.589996,345.390015,332.649963,148011100,SPY
04/09/2020,346.130005,347.829987,334.869995,342.570007,329.933929,139156300,SPY
08/09/2020,336.709991,342.640015,332.880005,333.209991,320.91925,114465300,SPY
09/09/2020,337.549988,342.459991,336.609985,339.790009,327.256561,91462300,SPY
10/09/2020,341.820007,342.529999,332.850006,333.890015,321.574188,90569500,SPY
11/09/2020,335.820007,336.970001,331,334.059998,321.737885,84680200,SPY
14/09/2020,337.48999,340.380005,334.220001,338.459991,325.975555,65605700,SPY
15/09/2020,341.119995,342.019989,338.470001,340.170013,327.622528,52920900,SPY
16/09/2020,341.51001,343.059998,338.519989,338.820007,326.322296,82096000,SPY
17/09/2020,333.559998,337.700012,332.98999,335.839996,323.452271,91523300,SPY
18/09/2020,335.369995,335.48999,327.970001,330.649994,319.728424,105877900,SPY
21/09/2020,325.700012,327.130005,321.730011,326.970001,316.169952,99450800,SPY
22/09/2020,328.570007,330.899994,325.859985,330.299988,319.389954,63612100,SPY
23/09/2020,330.899994,331.200012,322.100006,322.640015,311.982971,93112200,SPY
24/09/2020,321.220001,326.799988,319.799988,323.5,312.814606,76681300,SPY
25/09/2020,322.579987,329.579987,321.640015,328.730011,317.871857,71069400,SPY
28/09/2020,333.220001,334.959991,332.149994,334.190002,323.15152,64584600,SPY
29/09/2020,333.970001,334.769989,331.619995,332.369995,321.391571,51304000,SPY
30/09/2020,333.089996,338.290009,332.880005,334.890015,323.8284,104081100,SPY
01/10/2020,337.690002,338.73999,335.01001,337.040009,325.907349,88698700,SPY
02/10/2020,331.700012,337.01001,331.190002,333.839996,322.813019,89431100,SPY
05/10/2020,336.059998,339.959991,336.01001,339.76001,328.537537,45713100,SPY
06/10/2020,339.910004,342.170013,334.380005,334.929993,323.867035,90128900,SPY
07/10/2020,338.119995,341.630005,338.089996,340.76001,329.504456,56999600,SPY
08/10/2020,342.850006,343.850006,341.859985,343.779999,332.424744,45242500,SPY
09/10/2020,345.559998,347.350006,344.890015,346.850006,335.393341,59528600,SPY
12/10/2020,349.589996,354.019989,349.059998,352.429993,340.789032,80388500,SPY
13/10/2020,352.279999,352.470001,349.089996,350.130005,338.565002,73255500,SPY
14/10/2020,350.75,351.929993,347.140015,347.929993,336.437683,57727900,SPY
15/10/2020,343.709991,348.019989,343.130005,347.5,336.021912,60357700,SPY
16/10/2020,348.959991,350.75,347.100006,347.290009,335.818756,89501900,SPY
19/10/2020,348.649994,349.329987,341.040009,342.01001,330.713196,68425600,SPY
20/10/2020,343.459991,346.880005,342.640015,343.380005,332.037933,60051900,SPY
21/10/2020,343.329987,345.670013,342.399994,342.730011,331.409424,63575000,SPY
22/10/2020,342.959991,345.23999,340.649994,344.609985,333.227264,55399300,SPY
23/10/2020,345.929993,345.98999,343.130005,345.779999,334.358643,49143900,SPY
26/10/2020,342.130005,342.980011,335.619995,339.390015,328.179749,91473000,SPY
27/10/2020,339.76001,340.119995,337.98999,338.220001,327.04837,65994100,SPY
28/10/2020,332.100006,338.25,326.130005,326.660004,315.870209,127094300,SPY
29/10/2020,326.910004,333.399994,325.089996,329.980011,319.080536,90597700,SPY
30/10/2020,328.279999,329.690002,322.600006,326.540009,315.754211,120287300,SPY
02/11/2020,330.200012,332.359985,327.23999,330.200012,319.293274,86068300,SPY
03/11/2020,333.690002,338.25,330.290009,336.029999,324.930695,93294200,SPY
04/11/2020,340.859985,347.940002,339.589996,343.540009,332.192627,126959700,SPY
05/11/2020,349.23999,352.190002,348.859985,350.23999,338.671387,82039700,SPY
06/11/2020,349.929993,351.51001,347.649994,350.160004,338.593933,74973000,SPY
09/11/2020,363.970001,364.380005,354.059998,354.559998,342.848663,172304200,SPY
10/11/2020,353.48999,355.179993,350.51001,354.040009,342.345825,85552000,SPY
11/11/2020,356.399994,357.559998,355.059998,356.670013,344.888977,58649000,SPY
12/11/2020,355.579987,356.720001,351.26001,353.209991,341.543243,67546200,SPY
13/11/2020,355.269989,358.899994,354.709991,358.100006,346.271698,62892200,SPY
16/11/2020,360.980011,362.779999,359.589996,362.570007,350.594086,74541100,SPY
17/11/2020,359.970001,361.920013,358.339996,360.619995,348.708466,66111000,SPY
18/11/2020,360.910004,361.5,356.23999,356.279999,344.511871,70591300,SPY
19/11/2020,355.600006,358.179993,354.149994,357.779999,345.96225,59940900,SPY
20/11/2020,357.5,357.720001,355.25,355.329987,343.593231,70417300,SPY
23/11/2020,357.279999,358.820007,354.869995,357.459991,345.652893,63230600,SPY
24/11/2020,360.209991,363.809998,359.290009,363.220001,351.222595,62415900,SPY
25/11/2020,363.130005,363.160004,361.480011,362.660004,350.681091,45330900,SPY
27/11/2020,363.839996,364.179993,362.579987,363.670013,351.657776,28514100,SPY
30/11/2020,362.829987,363.119995,359.170013,362.059998,350.100922,83872700,SPY
01/12/2020,365.570007,367.679993,364.929993,366.019989,353.930145,74231400,SPY
02/12/2020,364.820007,366.959991,364.200012,366.790009,354.674652,45927000,SPY
03/12/2020,366.679993,368.190002,365.5,366.690002,354.578003,62882000,SPY
04/12/2020,367.320007,369.850006,367.220001,369.850006,357.633575,50749900,SPY
07/12/2020,369.019989,369.619995,367.720001,369.089996,356.898712,48944300,SPY
08/12/2020,367.720001,370.779999,367.670013,370.170013,357.943085,42458900,SPY
09/12/2020,370.880005,371.049988,365.950012,366.850006,354.732697,74098300,SPY
10/12/2020,365.369995,367.859985,364.429993,366.730011,354.616669,57735400,SPY
11/12/2020,364.899994,366.73999,363.26001,366.299988,354.200897,57698600,SPY
14/12/2020,368.640015,369.799988,364.470001,364.660004,352.615051,69216200,SPY
15/12/2020,367.399994,369.589996,365.920013,369.589996,357.382233,63865300,SPY
16/12/2020,369.820007,371.160004,368.869995,370.170013,357.943085,58420500,SPY
17/12/2020,371.940002,372.459991,371.049988,372.23999,359.944641,64119500,SPY
18/12/2020,370.970001,371.149994,367.019989,369.179993,358.507446,136542300,SPY
21/12/2020,364.970001,378.459991,362.029999,367.859985,357.225647,96386700,SPY
22/12/2020,368.209991,368.329987,366.029999,367.23999,356.623505,47949000,SPY
23/12/2020,368.279999,369.619995,367.220001,367.570007,356.944,46201400,SPY
24/12/2020,368.079987,369.029999,367.450012,369,358.332642,26457900,SPY
28/12/2020,371.73999,372.589996,371.070007,372.170013,361.411011,39000400,SPY
29/12/2020,373.809998,374,370.829987,371.459991,360.721527,53680500,SPY
30/12/2020,372.339996,373.100006,371.570007,371.98999,361.236206,49455300,SPY
31/12/2020,371.779999,374.660004,371.230011,373.880005,363.071625,78520700,SPY
04/01/2021,375.309998,375.450012,364.820007,368.790009,358.128815,110210800,SPY
05/01/2021,368.100006,372.5,368.049988,371.329987,360.595306,66426200,SPY
06/01/2021,369.709991,376.980011,369.119995,373.549988,362.751068,107997700,SPY
07/01/2021,376.100006,379.899994,375.910004,379.100006,368.140686,68766800,SPY
08/01/2021,380.589996,381.48999,377.100006,381.26001,370.238281,71677200,SPY
11/01/2021,377.850006,380.579987,377.720001,378.690002,367.742554,51034700,SPY
12/01/2021,378.890015,379.859985,376.359985,378.769989,367.82019,52547700,SPY
13/01/2021,378.690002,380.859985,377.850006,379.790009,368.81076,45303600,SPY
14/01/2021,380.589996,381.130005,378.100006,378.459991,367.519165,49989100,SPY
15/01/2021,376.720001,377.579987,373.700012,375.700012,364.838989,107160000,SPY
19/01/2021,378.339996,379.230011,376.75,378.649994,367.703674,51233300,SPY
20/01/2021,381.109985,384.790009,380.690002,383.890015,372.792206,61836100,SPY
21/01/2021,384.48999,384.950012,383.25,384.23999,373.13205,47840100,SPY
22/01/2021,382.25,384.130005,381.839996,382.880005,371.811371,52860500,SPY
25/01/2021,383.670013,384.769989,378.459991,384.390015,373.277771,70402000,SPY
26/01/2021,385.410004,385.850006,383.540009,383.790009,372.695129,42665300,SPY
27/01/2021,380.220001,380.320007,372.01001,374.410004,363.586243,123351100,SPY
28/01/2021,376.359985,381.929993,375.890015,377.630005,366.713165,94198100,SPY
29/01/2021,375.630005,376.670013,368.269989,370.070007,359.371735,126765100,SPY
01/02/2021,373.720001,377.339996,370.380005,376.230011,365.353699,75817600,SPY
02/02/2021,379.649994,383.220001,376.320007,381.549988,370.519867,64450700,SPY
03/02/2021,382.440002,383.700012,380.480011,381.850006,370.811157,52427100,SPY
04/02/2021,382.959991,386.23999,381.970001,386.190002,375.025696,47142600,SPY
05/02/2021,388.200012,388.470001,386.140015,387.709991,376.50174,48669800,SPY
08/02/2021,389.269989,390.559998,388.350006,390.51001,379.220825,38365200,SPY
09/02/2021,389.609985,390.890015,389.170013,390.25,378.968323,35551100,SPY
10/02/2021,392.119995,392.279999,387.5,390.079987,378.803223,59154400,SPY
11/02/2021,391.23999,391.690002,388.100006,390.709991,379.415039,42913300,SPY
12/02/2021,389.850006,392.899994,389.769989,392.640015,381.289246,50593300,SPY
16/02/2021,393.959991,394.170013,391.529999,392.299988,380.959076,50972400,SPY
17/02/2021,390.420013,392.660004,389.329987,392.390015,381.046478,52290600,SPY
18/02/2021,389.589996,391.519989,387.73999,390.720001,379.424805,59712800,SPY
19/02/2021,392.070007,392.380005,389.549988,390.029999,378.754669,83241000,SPY
22/02/2021,387.059998,389.619995,386.73999,387.029999,375.8414,67414200,SPY
23/02/2021,384.660004,388.950012,380.200012,387.5,376.297791,107284100,SPY
24/02/2021,386.329987,392.230011,385.269989,391.769989,380.444397,72433900,SPY
25/02/2021,390.410004,391.880005,380.779999,382.329987,371.277313,146670500,SPY
26/02/2021,384.350006,385.579987,378.230011,380.359985,369.364197,152701600,SPY
01/03/2021,385.589996,390.920013,380.570007,389.579987,378.317688,105348800,SPY
02/03/2021,389.820007,390.070007,386,386.540009,375.365631,79595300,SPY
03/03/2021,385.790009,386.829987,381.309998,381.420013,370.393646,119940200,SPY
04/03/2021,381.220001,384,371.880005,376.700012,365.810059,183433000,SPY
05/03/2021,380.459991,384.76001,372.640015,383.630005,372.539734,152039600,SPY
08/03/2021,384.660004,387.679993,381.420013,381.720001,370.684937,123149200,SPY
09/03/2021,385.850006,389.910004,385.309998,387.170013,375.977386,113633600,SPY
10/03/2021,389.690002,391.399994,388.170013,389.579987,378.317688,109899400,SPY
11/03/2021,392.230011,395.649994,391.73999,393.529999,382.153503,86245000,SPY
12/03/2021,392.070007,394.209991,391.200012,394.059998,382.668213,64653600,SPY
15/03/2021,394.329987,396.690002,392.029999,396.410004,384.950287,73427200,SPY
16/03/2021,397.070007,397.829987,395.079987,395.910004,384.464722,73722500,SPY
17/03/2021,394.529999,398.119995,393.299988,397.26001,385.775696,97959300,SPY
18/03/2021,394.480011,396.720001,390.75,391.480011,380.162781,115349100,SPY
19/03/2021,389.880005,391.570007,387.149994,389.480011,379.459381,113624500,SPY
22/03/2021,390.029999,394.070007,389.970001,392.589996,382.489319,73778600,SPY
23/03/2021,391.910004,393.459991,388.660004,389.5,379.478851,90686600,SPY
24/03/2021,391,392.75,387.470001,387.519989,377.549774,97588600,SPY
25/03/2021,385.980011,390.549988,383.899994,389.700012,379.673706,116128600,SPY
26/03/2021,390.929993,396.410004,390.290009,395.980011,385.792145,114409100,SPY
29/03/2021,394.399994,396.75,392.809998,395.779999,385.59729,108107600,SPY
30/03/2021,394.420013,395.450012,393.019989,394.730011,384.574249,76262200,SPY
31/03/2021,395.339996,398,395.309998,396.329987,386.133118,112734200,SPY
01/04/2021,398.399994,400.670013,398.179993,400.609985,390.30304,99682900,SPY
05/04/2021,403.459991,406.940002,403.380005,406.359985,395.90506,91684800,SPY
06/04/2021,405.76001,407.23999,405.399994,406.119995,395.671234,62021000,SPY
07/04/2021,405.940002,406.959991,405.450012,406.589996,396.12915,55836300,SPY
08/04/2021,407.929993,408.579987,406.929993,408.519989,398.009491,57863100,SPY
09/04/2021,408.390015,411.670013,408.26001,411.48999,400.903076,61104600,SPY
12/04/2021,410.850006,411.929993,410.200012,411.640015,401.049225,56704900,SPY
13/04/2021,411.529999,413.529999,411.119995,412.859985,402.237793,56551000,SPY
14/04/2021,412.829987,413.959991,410.869995,411.450012,400.864166,61659900,SPY
15/04/2021,413.73999,416.160004,413.690002,415.869995,405.17038,60229800,SPY
16/04/2021,417.25,417.910004,415.730011,417.26001,406.524658,82037300,SPY
19/04/2021,416.26001,416.73999,413.790009,415.209991,404.527344,78498500,SPY
20/04/2021,413.910004,415.089996,410.589996,412.170013,401.565582,81851800,SPY
21/04/2021,411.51001,416.290009,411.359985,416.070007,405.365265,66793000,SPY
22/04/2021,415.890015,416.779999,411.130005,412.269989,401.662994,97582800,SPY
23/04/2021,412.869995,418.25,412.790009,416.73999,406.018005,73209200,SPY
26/04/2021,417.440002,418.220001,416.809998,417.609985,406.865601,52182400,SPY
27/04/2021,417.929993,418.140015,416.299988,417.519989,406.777954,51303100,SPY
28/04/2021,417.809998,419.01001,416.899994,417.399994,406.661011,51238900,SPY
29/04/2021,420.320007,420.720001,416.440002,420.059998,409.252594,78544300,SPY
30/04/2021,417.630005,418.540009,416.339996,417.299988,406.563599,85527000,SPY
03/05/2021,419.429993,419.839996,417.670013,418.200012,407.440491,68128300,SPY
04/05/2021,416.070007,416.600006,411.670013,415.619995,404.926788,101591200,SPY
05/05/2021,417.380005,417.630005,415.149994,415.75,405.053528,60162200,SPY
06/05/2021,415.829987,419.209991,413.679993,419.070007,408.288055,74321400,SPY
07/05/2021,419.890015,422.820007,419.160004,422.119995,411.259583,67733800,SPY
10/05/2021,422.5,422.73999,417.809998,417.940002,407.187164,81852400,SPY
11/05/2021,413.100006,415.269989,410.059998,414.209991,403.553131,116888000,SPY
12/05/2021,411.230011,412.589996,404,405.410004,394.979523,134811000,SPY
13/05/2021,407.070007,412.350006,407.019989,410.279999,399.724213,106394000,SPY
14/05/2021,413.209991,417.48999,413.179993,416.579987,405.862091,82201600,SPY
17/05/2021,415.390015,416.390015,413.359985,415.519989,404.829376,65129200,SPY
18/05/2021,415.799988,416.059998,411.769989,411.940002,401.341492,59810200,SPY
19/05/2021,406.920013,411.049988,405.329987,410.859985,400.289307,106467100,SPY
20/05/2021,411.799988,416.630005,411.670013,415.279999,404.595612,78022200,SPY
21/05/2021,416.869995,418.200012,414.450012,414.940002,404.264343,76578700,SPY
24/05/2021,417.339996,420.320007,417.079987,419.170013,408.385498,51376700,SPY
